id|corregimientos_id|name
992|183|Barriada La Amistad
993|358|Barriada La Esperanza
994|336|Barriada La Esperanza
995|17|Barriada La Fe
996|351|Barriada La Juventud
997|23|Barriada La Paz
998|365|Barriada La Primavera
999|351|Barriada La Reina
1000|162|Barriada Las Brisas
1001|147|Barriada Las Flores
1002|358|Barriada Las Perlas
1003|366|Barriada Los Destiladeros
1004|363|Barriada Los Nogales
1005|58|Barriada Los Pinos
1006|367|Barriada Los Santeños
1007|114|Barriada María Luisa
1008|263|Barriada Mireya
1009|360|Barriada Nueva Esperanza
1010|126|Barriada Nueva Esperanza No.1
1011|126|Barriada Nueva Esperanza No.2
1012|89|Barriada Nueva Generación
1013|123|Barriada Nuevo Almirante
1014|19|Barriada Nuevo Amanecer
1015|212|Barriada Nuevo Horizonte
1016|285|Barriada Omar Torrijos
1017|263|Barriada Paso Blanco
1018|368|Barriada Pueblo Nuevo
1019|155|Barriada Rubén Dario Paredes
1020|167|Barriada San Agustin
1021|369|Barriada San Andres
1022|370|Barriada San António
1023|371|Barriada San António
1024|293|Barriada San Isidro
1025|225|Barriada San Isidro
1026|22|Barriada San José
1027|369|Barriada San José
1028|263|Barriada San Juan
1029|372|Barriada San Martín de Porres
1030|370|Barriada San Pablo
1031|99|Barriada San Pablo
1032|368|Barriada San Pedro
1033|373|Barriada San Pedro
1034|358|Barriada San Roque
1035|374|Barriada Santa Cruz
1036|375|Barriada Santa Cruz
1037|376|Barriada Santa Cruz
1038|216|Barriada Santa Eduviges
1039|371|Barriada Santa Elena
1040|377|Barriada Santa Librada
1041|363|Barriada Santa Monica
1042|80|Barriada Santo Domingo de Guzman
1043|351|Barriada Theobroma
1044|165|Barriada Villa Cristina
